"Povpreène meseène plaèe po: STATISTIÈNA REGIJA, SKD DEJAVNOST, MESEC,"
"PLAÈE , MERITVE"

" ";" ";" ";"Bruto plaèa";" ";" ";" ";" ";" ";" ";" ";" ";"Neto plaèa";" ";" ";" ";" ";" ";" ";" ";" "
" ";" ";" ";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta"
"SLOVENIJA"
" ";" ";"2015";1337.06;1337.06;-;-;7.99;7.99;96.90;96.70;96.70;893.56;893.56;-;-;5.34;5.34;96.90;96.70;96.70
" ";"I GOSTINSTVO"
" ";" ";"2005";1275.63;1275.63;-;-;7.60;7.60;97.20;132.90;132.90;804.12;804.12;-;-;4.79;4.79;94.10;130.40;130.40
" ";" ";"2006";955.87;955.87;-;-;5.70;5.70;98.20;74.90;74.90;635.59;635.59;-;-;3.79;3.79;99.00;79.00;79.00
" ";" ";"2007";1013.54;1013.54;-;-;5.84;5.84;96.10;106.00;106.00;686.88;686.88;-;-;3.96;3.96;97.20;108.10;108.10
" ";" ";"2008";1066.34;1066.34;-;-;6.18;6.18;98.20;105.20;105.20;716.54;716.54;-;-;4.15;4.15;98.10;104.30;104.30
" ";" ";"2009";1159.54;1159.54;0.05;1.16;7.00;7.00;98.00;108.70;108.70;775.11;775.11;-;-;4.68;4.68;98.60;108.20;108.20
" ";" ";"2010";1172.52;1172.52;-;-;7.28;7.28;100.40;101.10;101.10;780.22;780.22;-;-;4.84;4.84;100.80;100.70;100.70
" ";" ";"2011";1231.96;1231.96;-;-;7.72;7.72;102.30;105.10;105.10;833.82;833.82;-;-;5.23;5.23;103.50;106.90;106.90
" ";" ";"2012";1197.52;1197.52;-;-;7.34;7.34;98.70;97.20;97.20;812.94;812.94;-;-;4.98;4.98;98.70;97.50;97.50
" ";" ";"2013";1201.19;1201.19;-;-;7.32;7.32;98.30;100.30;100.30;822.86;822.86;-;-;5.02;5.02;99.50;101.20;101.20
" ";" ";"2014";1186.72;1186.72;-;-;7.08;7.08;97.50;98.80;98.80;815.44;815.44;-;-;4.86;4.86;98.20;99.10;99.10
" ";" ";"2015";1090.72;1090.72;-;-;6.75;6.75;97.00;91.90;91.90;753.94;753.94;-;-;4.67;4.67;98.30;92.50;92.50
" ";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI"
" ";" ";"2005";1217.10;1217.10;-;-;7.33;7.33;68.30;92.40;92.40;778.78;778.78;-;-;4.69;4.69;71.10;94.50;94.50
" ";" ";"2006";1443.75;1443.75;-;-;8.44;8.44;71.60;118.60;118.60;895.50;895.50;-;-;5.23;5.23;71.70;115.00;115.00
" ";" ";"2007";1540.71;1540.71;-;-;8.63;8.63;99.50;106.70;106.70;1006.54;1006.54;-;-;5.64;5.64;99.40;112.40;112.40
" ";" ";"2008";1672.68;1672.68;-;-;9.29;9.29;96.50;108.60;108.60;1086.47;1086.47;-;-;6.03;6.03;97.80;107.90;107.90
" ";" ";"2009";1713.29;1713.29;57.36;1300.95;10.03;10.03;89.80;102.40;102.40;1103.11;1103.11;-;-;6.46;6.46;90.80;101.50;101.50
" ";" ";"2010";1777.88;1777.88;1.59;767.00;10.78;10.78;95.00;103.80;103.80;1142.01;1142.01;-;-;6.93;6.93;95.30;103.50;103.50
" ";" ";"2011";1787.31;1787.31;-;-;10.92;10.92;90.40;100.50;100.50;1159.17;1159.17;-;-;7.08;7.08;91.60;101.50;101.50
" ";" ";"2012";1842.80;1842.80;-;-;10.80;10.80;96.60;103.10;103.10;1192.72;1192.72;-;-;6.99;6.99;97.40;102.90;102.90
" ";" ";"2013";1804.74;1804.74;-;-;10.23;10.23;90.80;97.90;97.90;1175.85;1175.85;-;-;6.67;6.67;91.60;98.60;98.60
" ";" ";"2014";1854.91;1854.91;-;-;10.48;10.48;96.20;102.80;102.80;1209.89;1209.89;-;-;6.83;6.83;96.50;102.90;102.90
" ";" ";"2015";1797.13;1797.13;-;-;10.56;10.56;96.30;96.90;96.90;1174.79;1174.79;-;-;6.90;6.90;96.30;97.10;97.10
" ";"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI"
" ";" ";"2005";1415.59;1415.59;-;-;8.58;8.58;76.30;101.20;101.20;890.09;890.09;-;-;5.39;5.39;78.30;103.80;103.80
" ";" ";"2006";1443.80;1443.80;-;-;8.47;8.47;96.60;102.00;102.00;908.93;908.93;-;-;5.33;5.33;96.70;102.10;102.10
" ";" ";"2007";1642.95;1642.95;-;-;9.15;9.15;90.30;113.80;113.80;1049.36;1049.36;-;-;5.85;5.85;90.10;115.50;115.50
" ";" ";"2008";1714.80;1714.80;-;-;9.65;9.65;97.20;104.40;104.40;1096.70;1096.70;-;-;6.17;6.17;98.60;104.50;104.50
" ";" ";"2009";1768.93;1768.93;-;-;10.52;10.52;94.50;103.20;103.20;1128.52;1128.52;-;-;6.71;6.71;95.70;102.90;102.90
" ";" ";"2010";1751.12;1751.12;-;-;10.77;10.77;93.70;99.00;99.00;1126.84;1126.84;-;-;6.93;6.93;94.70;99.90;99.90
" ";" ";"2011";1890.51;1890.51;133.21;586.14;11.71;11.71;101.60;108.00;108.00;1203.17;1203.17;-;-;7.45;7.45;101.40;106.80;106.80
" ";" ";"2012";1873.40;1873.40;19.98;600.00;10.94;10.94;100.50;99.10;99.10;1206.06;1206.06;-;-;7.04;7.04;100.70;100.20;100.20
" ";" ";"2013";1815.27;1815.27;11.46;252.08;10.31;10.31;96.60;96.90;96.90;1182.67;1182.67;-;-;6.72;6.72;97.40;98.10;98.10
" ";" ";"2014";1831.60;1831.60;8.02;165.13;10.35;10.35;98.80;100.90;100.90;1191.48;1191.48;-;-;6.73;6.73;98.70;100.70;100.70
" ";" ";"2015";1995.02;1995.02;116.85;500.04;11.79;11.79;102.30;108.90;108.90;1273.12;1273.12;-;-;7.52;7.52;101.30;106.90;106.90
" ";"L POSLOVANJE Z NEPREMIÈNINAMI"
" ";" ";"2005";1072.91;1072.91;-;-;6.60;6.60;89.00;125.00;125.00;695.69;695.69;-;-;4.28;4.28;91.80;130.00;130.00
" ";" ";"2006";906.28;906.28;-;-;5.56;5.56;98.00;84.50;84.50;602.99;602.99;-;-;3.70;3.70;98.80;86.70;86.70
" ";" ";"2007";972.46;972.46;-;-;5.79;5.79;98.70;107.30;107.30;642.58;642.58;-;-;3.82;3.82;97.50;106.60;106.60
" ";" ";"2008";1210.60;1210.60;-;-;6.87;6.87;110.80;124.50;124.50;795.14;795.14;-;-;4.51;4.51;110.40;123.70;123.70
" ";" ";"2009";1128.52;1128.52;-;-;6.68;6.68;103.70;93.20;93.20;753.54;753.54;-;-;4.46;4.46;106.70;94.80;94.80
" ";" ";"2010";1116.96;1116.96;-;-;7.01;7.01;102.90;99.00;99.00;721.47;721.47;-;-;4.53;4.53;99.80;95.70;95.70
" ";" ";"2011";1281.20;1281.20;-;-;8.40;8.40;98.40;114.70;114.70;847.53;847.53;-;-;5.55;5.55;100.30;117.50;117.50
" ";" ";"2012";1077.52;1077.52;-;-;6.66;6.66;93.40;84.10;84.10;717.92;717.92;-;-;4.43;4.43;96.00;84.70;84.70
" ";" ";"2013";1154.68;1154.68;-;-;6.82;6.82;96.70;107.20;107.20;771.52;771.52;-;-;4.56;4.56;97.60;107.50;107.50
" ";" ";"2014";1250.91;1250.91;-;-;7.50;7.50;83.40;108.30;108.30;832.86;832.86;-;-;4.99;4.99;83.00;108.00;108.00
" ";" ";"2015";1117.37;1117.37;-;-;6.92;6.92;98.60;89.30;89.30;755.29;755.29;-;-;4.68;4.68;98.30;90.70;90.70
" ";"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI"
" ";" ";"2005";1303.70;1303.70;-;-;7.93;7.93;78.20;105.70;105.70;807.75;807.75;-;-;4.91;4.91;80.50;107.00;107.00
" ";" ";"2006";1414.42;1414.42;-;-;8.29;8.29;89.10;108.50;108.50;878.47;878.47;-;-;5.15;5.15;89.90;108.80;108.80
" ";" ";"2007";1570.56;1570.56;-;-;8.90;8.90;87.70;111.00;111.00;990.90;990.90;-;-;5.61;5.61;89.20;112.80;112.80
" ";" ";"2008";1744.47;1744.47;-;-;10.21;10.21;94.20;111.10;111.10;1098.97;1098.97;-;-;6.43;6.43;95.10;110.90;110.90
" ";" ";"2009";1699.89;1699.89;4.97;1175.33;10.11;10.11;91.70;97.40;97.40;1069.34;1069.34;-;-;6.36;6.36;94.60;97.30;97.30
" ";" ";"2010";1815.70;1815.70;4.96;1870.00;11.13;11.13;95.50;106.80;106.80;1135.27;1135.27;-;-;6.96;6.96;96.80;106.20;106.20
" ";" ";"2011";1699.75;1699.75;0.68;131.25;10.92;10.92;86.50;93.60;93.60;1082.68;1082.68;-;-;6.95;6.95;89.40;95.40;95.40
" ";" ";"2012";1673.40;1673.40;6.05;287.30;10.40;10.40;86.20;98.40;98.40;1068.14;1068.14;-;-;6.64;6.64;89.90;98.70;98.70
" ";" ";"2013";1679.63;1679.63;2.06;3000.00;10.17;10.17;81.70;100.40;100.40;1083.49;1083.49;-;-;6.56;6.56;84.80;101.40;101.40
" ";" ";"2014";1851.13;1851.13;0.99;1500.00;10.91;10.91;98.60;110.20;110.20;1159.44;1159.44;-;-;6.83;6.83;97.00;107.00;107.00
" ";" ";"2015";1911.26;1911.26;-;-;11.67;11.67;96.50;103.20;103.20;1169.79;1169.79;-;-;7.14;7.14;94.10;100.90;100.90
" ";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI"
" ";" ";"2005";890.35;890.35;-;-;5.35;5.35;93.80;102.30;102.30;582.86;582.86;-;-;3.50;3.50;95.30;104.00;104.00
" ";" ";"2006";911.81;911.81;-;-;5.28;5.28;96.30;102.40;102.40;596.44;596.44;-;-;3.45;3.45;96.40;102.30;102.30
" ";" ";"2007";950.50;950.50;-;-;5.22;5.22;99.20;104.20;104.20;634.89;634.89;-;-;3.49;3.49;99.80;106.40;106.40
" ";" ";"2008";943.19;943.19;-;-;5.48;5.48;99.30;99.20;99.20;628.44;628.44;-;-;3.65;3.65;98.30;99.00;99.00
" ";" ";"2009";932.33;932.33;-;-;6.03;6.03;99.90;98.80;98.80;626.79;626.79;-;-;4.05;4.05;101.20;99.70;99.70
" ";" ";"2010";1063.06;1063.06;-;-;6.57;6.57;99.40;114.00;114.00;710.10;710.10;-;-;4.39;4.39;99.10;113.30;113.30
" ";" ";"2011";1057.23;1057.23;-;-;6.75;6.75;90.10;99.50;99.50;728.99;728.99;-;-;4.65;4.65;93.10;102.70;102.70
" ";" ";"2012";1098.01;1098.01;10.60;750.25;6.53;6.53;93.80;103.90;103.90;764.77;764.77;-;-;4.55;4.55;101.00;104.90;104.90
" ";" ";"2013";1029.74;1029.74;-;-;5.95;5.95;92.20;93.80;93.80;727.72;727.72;-;-;4.21;4.21;97.70;95.20;95.20
" ";" ";"2014";1085.60;1085.60;-;-;6.37;6.37;113.80;105.40;105.40;769.63;769.63;-;-;4.51;4.51;123.90;105.80;105.80
" ";" ";"2015";939.00;939.00;0.67;294.00;5.90;5.90;89.20;86.50;86.50;660.28;660.28;-;-;4.15;4.15;95.70;85.80;85.80
" ";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI"
" ";" ";"2005";1297.17;1297.17;-;-;7.86;7.86;98.80;102.90;102.90;839.66;839.66;-;-;5.09;5.09;98.80;104.40;104.40
" ";" ";"2006";1358.22;1358.22;-;-;7.87;7.87;99.80;104.70;104.70;882.55;882.55;-;-;5.11;5.11;100.60;105.10;105.10
" ";" ";"2007";1404.59;1404.59;-;-;7.92;7.92;100.50;103.40;103.40;933.75;933.75;-;-;5.27;5.27;100.40;105.80;105.80
" ";" ";"2008";1464.01;1464.01;-;-;8.22;8.22;100.30;104.20;104.20;971.55;971.55;-;-;5.46;5.46;100.40;104.00;104.00
" ";" ";"2009";1674.52;1674.52;1.37;57.40;9.87;9.87;100.70;114.40;114.40;1094.20;1094.20;-;-;6.45;6.45;100.50;112.60;112.60
" ";" ";"2010";1704.23;1704.23;-;-;10.41;10.41;98.80;101.80;101.80;1114.41;1114.41;-;-;6.81;6.81;99.20;101.80;101.80
" ";" ";"2011";1701.06;1701.06;0.53;932.00;10.51;10.51;99.90;99.80;99.80;1113.45;1113.45;-;-;6.88;6.88;100.00;99.90;99.90
" ";" ";"2012";1726.27;1726.27;0.55;946.00;10.11;10.11;100.20;101.50;101.50;1132.35;1132.35;-;-;6.63;6.63;100.10;101.70;101.70
" ";" ";"2013";1705.63;1705.63;0.64;13.83;9.57;9.57;100.10;98.80;98.80;1132.42;1132.42;-;-;6.35;6.35;100.10;100.00;100.00
" ";" ";"2014";1674.66;1674.66;0.59;962.00;9.38;9.38;99.60;98.20;98.20;1113.24;1113.24;-;-;6.24;6.24;100.10;98.30;98.30
" ";" ";"2015";1696.95;1696.95;-;-;9.91;9.91;99.40;101.30;101.30;1126.56;1126.56;-;-;6.58;6.58;99.60;101.20;101.20
" ";"P IZOBRAŽEVANJE"
" ";" ";"2005";1292.18;1292.18;-;-;8.14;8.14;97.80;105.70;105.70;829.88;829.88;-;-;5.23;5.23;97.90;106.80;106.80
" ";" ";"2006";1350.02;1350.02;-;-;8.20;8.20;97.90;104.50;104.50;866.00;866.00;-;-;5.26;5.26;98.10;104.40;104.40
" ";" ";"2007";1413.46;1413.46;-;-;8.30;8.30;97.90;104.70;104.70;935.53;935.53;-;-;5.49;5.49;98.30;108.00;108.00
" ";" ";"2008";1466.05;1466.05;-;-;8.60;8.60;99.40;103.70;103.70;971.84;971.84;-;-;5.70;5.70;99.50;103.90;103.90
" ";" ";"2009";1583.03;1583.03;1.31;18.75;9.84;9.84;97.40;108.00;108.00;1037.22;1037.22;-;-;6.45;6.45;97.80;106.70;106.70
" ";" ";"2010";1607.37;1607.37;3.33;16.47;10.28;10.28;100.50;101.50;101.50;1056.84;1056.84;-;-;6.76;6.76;100.50;101.90;101.90
" ";" ";"2011";1612.72;1612.72;2.08;17.66;10.38;10.38;100.10;100.30;100.30;1060.09;1060.09;-;-;6.82;6.82;100.10;100.30;100.30
" ";" ";"2012";1622.36;1622.36;1.39;10.59;9.93;9.93;100.40;100.60;100.60;1070.46;1070.46;-;-;6.55;6.55;100.20;101.00;101.00
" ";" ";"2013";1535.61;1535.61;0.48;5.65;9.10;9.10;99.50;94.70;94.70;1028.29;1028.29;-;-;6.09;6.09;99.50;96.10;96.10
" ";" ";"2014";1546.67;1546.67;1.21;8.87;9.08;9.08;101.40;100.70;100.70;1088.00;1088.00;-;-;6.38;6.38;106.20;105.80;105.80
" ";" ";"2015";1559.08;1559.08;26.47;201.77;9.55;9.55;101.30;100.80;100.80;1042.31;1042.31;-;-;6.39;6.39;101.10;95.80;95.80
" ";"Q ZDRAVSTVO IN SOCIALNO VARSTVO"
" ";" ";"2005";1274.54;1274.54;-;-;7.64;7.64;95.20;100.30;100.30;814.51;814.51;-;-;4.89;4.89;95.80;102.40;102.40
" ";" ";"2006";1324.02;1324.02;-;-;7.62;7.62;98.40;103.90;103.90;846.79;846.79;-;-;4.87;4.87;98.80;104.00;104.00
" ";" ";"2007";1366.56;1366.56;-;-;7.53;7.53;102.70;103.20;103.20;891.30;891.30;-;-;4.91;4.91;102.40;105.30;105.30
" ";" ";"2008";1397.10;1397.10;-;-;7.72;7.72;102.10;102.20;102.20;916.34;916.34;-;-;5.06;5.06;101.90;102.80;102.80
" ";" ";"2009";1712.18;1712.18;3.56;91.70;9.81;9.81;100.10;122.60;122.60;1090.01;1090.01;-;-;6.24;6.24;100.20;119.00;119.00
" ";" ";"2010";1667.68;1667.68;1.49;72.77;10.02;10.02;96.60;97.40;97.40;1067.52;1067.52;-;-;6.41;6.41;97.30;97.90;97.90
" ";" ";"2011";1662.09;1662.09;-;-;10.07;10.07;96.90;99.70;99.70;1066.79;1066.79;-;-;6.46;6.46;97.40;99.90;99.90
" ";" ";"2012";1676.40;1676.40;4.39;1173.18;9.73;9.73;99.00;100.90;100.90;1077.80;1077.80;-;-;6.26;6.26;99.20;101.00;101.00
" ";" ";"2013";1628.40;1628.40;-;-;9.13;9.13;95.50;97.10;97.10;1062.51;1062.51;-;-;5.96;5.96;96.20;98.60;98.60
" ";" ";"2014";1613.83;1613.83;5.02;1641.89;9.01;9.01;94.80;99.10;99.10;1289.70;1289.70;-;-;7.20;7.20;116.60;121.40;121.40
" ";" ";"2015";1616.80;1616.80;-;-;9.41;9.41;99.10;100.20;100.20;1052.59;1052.59;-;-;6.13;6.13;99.60;81.60;81.60
" ";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI"
" ";" ";"2005";2496.45;2496.45;-;-;14.66;14.66;84.00;108.30;108.30;1517.53;1517.53;-;-;8.91;8.91;90.80;117.60;117.60
" ";" ";"2006";2154.23;2154.23;-;-;12.94;12.94;103.70;86.30;86.30;1256.56;1256.56;-;-;7.55;7.55;103.90;82.80;82.80
" ";" ";"2007";2184.06;2184.06;-;-;12.66;12.66;98.70;101.40;101.40;1320.35;1320.35;-;-;7.66;7.66;99.10;105.10;105.10
" ";" ";"2008";2218.01;2218.01;-;-;12.90;12.90;99.80;101.60;101.60;1346.77;1346.77;-;-;7.83;7.83;99.90;102.00;102.00
" ";" ";"2009";2196.76;2196.76;1.44;50.39;13.54;13.54;99.50;99.00;99.00;1341.31;1341.31;-;-;8.27;8.27;99.20;99.60;99.60
" ";" ";"2010";2250.03;2250.03;0.07;8.69;14.16;14.16;101.70;102.40;102.40;1378.76;1378.76;-;-;8.67;8.67;101.00;102.80;102.80
" ";" ";"2011";2122.69;2122.69;0.28;29.18;13.64;13.64;99.60;94.30;94.30;1325.07;1325.07;-;-;8.51;8.51;99.60;96.10;96.10
" ";" ";"2012";2014.09;2014.09;-;-;12.24;12.24;98.60;94.90;94.90;1275.74;1275.74;-;-;7.75;7.75;99.00;96.30;96.30
" ";" ";"2013";1786.23;1786.23;-;-;10.50;10.50;98.40;88.70;88.70;1169.83;1169.83;-;-;6.87;6.87;98.30;91.70;91.70
" ";" ";"2014";1862.39;1862.39;0.94;302.60;10.78;10.78;100.40;104.30;104.30;1241.44;1241.44;-;-;7.19;7.19;102.80;106.10;106.10
" ";" ";"2015";1784.57;1784.57;-;-;10.80;10.80;97.40;95.80;95.80;1170.45;1170.45;-;-;7.08;7.08;97.90;94.30;94.30
" ";"S DRUGE DEJAVNOSTI"
" ";" ";"2005";1018.25;1018.25;-;-;6.20;6.20;90.60;110.30;110.30;653.60;653.60;-;-;3.98;3.98;90.50;111.50;111.50
" ";" ";"2006";930.06;930.06;-;-;5.61;5.61;90.40;91.30;91.30;615.88;615.88;-;-;3.71;3.71;92.30;94.20;94.20
" ";" ";"2007";996.90;996.90;-;-;5.71;5.71;99.40;107.20;107.20;670.13;670.13;-;-;3.84;3.84;101.10;108.80;108.80
" ";" ";"2008";923.44;923.44;-;-;5.72;5.72;101.70;92.60;92.60;617.68;617.68;-;-;3.83;3.83;102.60;92.20;92.20
" ";" ";"2009";1024.79;1024.79;-;-;6.71;6.71;96.00;111.00;111.00;676.83;676.83;-;-;4.43;4.43;96.20;109.60;109.60
" ";" ";"2010";921.27;921.27;-;-;6.65;6.65;98.30;89.90;89.90;610.42;610.42;-;-;4.41;4.41;98.10;90.20;90.20
" ";" ";"2011";915.79;915.79;-;-;6.51;6.51;96.80;99.40;99.40;626.11;626.11;-;-;4.45;4.45;98.30;102.60;102.60
" ";" ";"2012";941.59;941.59;-;-;6.68;6.68;96.30;102.80;102.80;637.96;637.96;-;-;4.52;4.52;95.40;101.90;101.90
" ";" ";"2013";1138.79;1138.79;-;-;6.85;6.85;119.50;120.90;120.90;775.28;775.28;-;-;4.66;4.66;119.70;121.50;121.50
" ";" ";"2014";1155.98;1155.98;-;-;7.07;7.07;99.00;101.50;101.50;781.99;781.99;-;-;4.78;4.78;99.30;100.90;100.90
" ";" ";"2015";1139.20;1139.20;-;-;7.20;7.20;98.60;98.50;98.50;763.48;763.48;-;-;4.83;4.83;97.20;97.60;97.60
"Obalno-kraška"
" ";"SKD Dejavnost"
" ";" ";"2005";1108.81;1108.81;-;-;6.74;6.74;88.80;103.40;103.40;708.65;708.65;-;-;4.31;4.31;89.50;104.80;104.80
" ";" ";"2006";1166.93;1166.93;-;-;6.89;6.89;93.70;105.20;105.20;747.82;747.82;-;-;4.42;4.42;95.70;105.50;105.50
" ";" ";"2007";1236.61;1236.61;-;-;7.03;7.03;99.80;106.00;106.00;808.11;808.11;-;-;4.59;4.59;100.70;108.10;108.10
" ";" ";"2008";1308.76;1308.76;-;-;7.42;7.42;98.80;105.80;105.80;857.69;857.69;-;-;4.86;4.86;99.10;106.10;106.10
" ";" ";"2009";1409.88;1409.88;14.03;246.09;8.32;8.32;95.90;107.70;107.70;914.13;914.13;-;-;5.40;5.40;96.50;106.60;106.60
" ";" ";"2010";1439.09;1439.09;15.67;322.50;8.85;8.85;98.10;102.10;102.10;933.94;933.94;-;-;5.74;5.74;98.40;102.20;102.20
" ";" ";"2011";1473.95;1473.95;17.38;398.18;9.05;9.05;96.60;102.40;102.40;959.03;959.03;-;-;5.89;5.89;97.30;102.70;102.70
" ";" ";"2012";1505.12;1505.12;18.89;526.77;8.89;8.89;99.50;102.10;102.10;980.05;980.05;-;-;5.79;5.79;99.60;102.20;102.20
" ";" ";"2013";1486.48;1486.48;9.32;239.13;8.50;8.50;99.10;98.80;98.80;974.22;974.22;-;-;5.57;5.57;99.60;99.40;99.40
" ";" ";"2014";1519.17;1519.17;24.78;455.27;8.70;8.70;100.60;102.20;102.20;995.07;995.07;-;-;5.70;5.70;100.90;102.10;102.10
" ";" ";"2015";1511.08;1511.08;7.94;369.54;9.00;9.00;96.40;99.50;99.50;985.78;985.78;-;-;5.87;5.87;96.40;99.10;99.10
" ";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO"
" ";" ";"2005";842.64;842.64;-;-;5.17;5.17;102.50;102.20;102.20;573.72;573.72;-;-;3.52;3.52;102.60;104.50;104.50
" ";" ";"2006";885.42;885.42;-;-;5.18;5.18;98.90;105.10;105.10;609.53;609.53;-;-;3.57;3.57;99.80;106.20;106.20
" ";" ";"2007";951.94;951.94;-;-;5.47;5.47;113.70;107.50;107.50;655.38;655.38;-;-;3.77;3.77;112.60;107.50;107.50
" ";" ";"2008";1052.53;1052.53;-;-;6.04;6.04;101.90;110.60;110.60;709.35;709.35;-;-;4.07;4.07;102.60;108.20;108.20
" ";" ";"2009";1137.77;1137.77;-;-;6.67;6.67;100.20;108.10;108.10;759.45;759.45;-;-;4.46;4.46;99.30;107.10;107.10
" ";" ";"2010";1122.96;1122.96;-;-;6.95;6.95;100.40;98.70;98.70;762.24;762.24;-;-;4.72;4.72;100.70;100.40;100.40
" ";" ";"2011";1043.15;1043.15;-;-;7.14;7.14;98.00;92.90;92.90;712.65;712.65;-;-;4.88;4.88;99.20;93.50;93.50
" ";" ";"2012";1114.52;1114.52;-;-;6.83;6.83;100.10;106.80;106.80;756.92;756.92;-;-;4.64;4.64;100.10;106.20;106.20
" ";" ";"2013";1252.62;1252.62;-;-;7.29;7.29;111.20;112.40;112.40;840.32;840.32;-;-;4.89;4.89;108.30;111.00;111.00
" ";" ";"2014";1172.76;1172.76;-;-;7.27;7.27;101.30;93.60;93.60;787.67;787.67;-;-;4.89;4.89;100.70;93.70;93.70
" ";" ";"2015";1150.32;1150.32;-;-;7.46;7.46;101.10;98.10;98.10;775.99;775.99;-;-;5.03;5.03;100.80;98.50;98.50
" ";"B RUDARSTVO"
" ";" ";"2005";1088.01;1088.01;-;-;6.48;6.48;94.00;105.50;105.50;694.58;694.58;-;-;4.14;4.14;93.90;105.10;105.10
" ";" ";"2006";1167.23;1167.23;-;-;6.65;6.65;99.60;107.30;107.30;758.73;758.73;-;-;4.33;4.33;100.00;109.20;109.20
" ";" ";"2007";1345.96;1345.96;-;-;7.37;7.37;109.90;115.30;115.30;809.10;809.10;-;-;4.43;4.43;100.00;106.60;106.60
" ";" ";"2008";1296.28;1296.28;-;-;7.13;7.13;90.70;96.30;96.30;858.50;858.50;-;-;4.72;4.72;91.10;106.10;106.10
" ";" ";"2009";1344.83;1344.83;-;-;7.65;7.65;101.30;103.70;103.70;888.04;888.04;-;-;5.05;5.05;101.30;103.40;103.40
" ";" ";"2010";1254.60;1254.60;-;-;7.52;7.52;96.60;93.30;93.30;834.69;834.69;-;-;5.00;5.00;97.10;94.00;94.00
" ";" ";"2011";1373.73;1373.73;-;-;7.93;7.93;94.00;109.50;109.50;902.50;902.50;-;-;5.21;5.21;96.20;108.10;108.10
" ";" ";"2012";1552.51;1552.51;-;-;8.80;8.80;109.90;113.00;113.00;996.66;996.66;-;-;5.65;5.65;108.90;110.40;110.40
" ";" ";"2013";1699.89;1699.89;236.34;350.24;9.64;9.64;117.90;109.50;109.50;948.92;948.92;-;-;5.38;5.38;101.30;95.20;95.20
" ";" ";"2014";1574.18;1574.18;-;-;8.63;8.63;98.60;92.60;92.60;1016.46;1016.46;-;-;5.57;5.57;98.20;107.10;107.10
" ";" ";"2015";1428.60;1428.60;-;-;8.40;8.40;95.10;90.80;90.80;938.32;938.32;-;-;5.52;5.52;96.10;92.30;92.30
" ";"C PREDELOVALNE DEJAVNOSTI"
" ";" ";"2005";957.16;957.16;-;-;5.76;5.76;90.50;102.50;102.50;624.29;624.29;-;-;3.76;3.76;90.70;104.50;104.50
" ";" ";"2006";1035.09;1035.09;-;-;5.96;5.96;93.50;108.10;108.10;677.32;677.32;-;-;3.90;3.90;101.50;108.50;108.50
" ";" ";"2007";1157.45;1157.45;-;-;6.42;6.42;103.40;111.80;111.80;765.28;765.28;-;-;4.24;4.24;109.00;113.00;113.00
" ";" ";"2008";1188.99;1188.99;-;-;6.57;6.57;100.00;102.70;102.70;788.95;788.95;-;-;4.36;4.36;99.90;103.10;103.10
" ";" ";"2009";1203.49;1203.49;-;-;7.08;7.08;95.30;101.20;101.20;801.30;801.30;-;-;4.72;4.72;96.20;101.60;101.60
" ";" ";"2010";1251.84;1251.84;-;-;7.61;7.61;95.70;104.00;104.00;831.56;831.56;-;-;5.05;5.05;96.20;103.80;103.80
" ";" ";"2011";1305.80;1305.80;-;-;7.86;7.86;93.20;104.30;104.30;866.07;866.07;-;-;5.21;5.21;94.20;104.20;104.20
" ";" ";"2012";1311.13;1311.13;-;-;7.58;7.58;99.20;100.40;100.40;871.62;871.62;-;-;5.04;5.04;99.30;100.60;100.60
" ";" ";"2013";1368.12;1368.12;-;-;7.58;7.58;100.80;104.30;104.30;908.34;908.34;-;-;5.04;5.04;100.80;104.20;104.20
" ";" ";"2014";1409.13;1409.13;8.04;1200.87;7.82;7.82;99.60;103.00;103.00;931.96;931.96;-;-;5.17;5.17;99.80;102.60;102.60
" ";" ";"2015";1395.81;1395.81;0.64;141.33;8.07;8.07;97.00;99.10;99.10;924.33;924.33;-;-;5.34;5.34;97.70;99.20;99.20
